13,3,590,448,74,161,0.763547
13,4,729,426,64,165,0.923275
13,5,531,426,58,202,0.898630
13,6,672,436,50,169,0.917540
13,7,587,398,86,216,0.870958
13,10,1173,415,47,119,0.903870
13,12,1334,409,32,89,0.905928
14,0,1488,324,350,708,0.982362
14,1,1643,407,79,65,0.396595
14,2,348,391,112,299,0.969443
14,3,588,447,76,161,0.809036
14,4,727,426,65,167,0.932850
14,5,522,429,65,201,0.911372
14,6,670,435,50,171,0.917705
14,7,577,426,30,172,0.538242
14,10,1170,416,48,119,0.917138
14,12,1333,409,31,89,0.910756
15,0,1521,323,317,709,0.980652
15,1,1643,402,39,36,0.524440
15,2,347,392,114,298,0.969246
15,3,581,452,85,154,0.666094
15,4,729,427,63,167,0.932387
15,5,507,432,79,199,0.913243
15,6,669,433,48,173,0.917834
15,7,573,419,36,182,0.511751
15,10,1166,418,51,117,0.908171
15,12,1331,409,32,90,0.910616
16,0,1554,321,284,712,0.980752
16,1,1636,384,62,91,0.861507
16,2,347,392,115,299,0.971376
16,3,573,455,26,146,0.588092
16,4,729,428,62,168,0.931177
16,5,494,431,91,200,0.887418
16,6,668,438,48,168,0.908464
16,7,573,419,31,182,0.497269
16,10,1164,419,52,117,0.905011
16,12,1330,410,32,89,0.914112
17,0,1590,319,248,714,0.980352
17,1,1632,385,68,230,0.904389
17,2,347,393,116,299,0.970453
17,3,575,463,23,140,0.685011
17,4,728,431,63,166,0.913066
17,5,487,429,98,203,0.873156
17,6,668,448,39,159,0.893017
17,7,570,417,28,185,0.577129
17,10,1163,422,51,116,0.874608
17,12,1329,411,31,89,0.921378
18,0,1630,316,216,718,0.982745
18,1,1631,386,69,230,0.939396
18,2,346,394,118,299,0.969278
18,3,570,457,27,146,0.728572
18,4,728,437,62,161,0.907980
18,5,489,429,93,204,0.861629
18,6,666,451,37,157,0.854771
18,7,570,427,28,175,0.661304
18,10,1160,423,52,115,0.875412
18,12,1327,411,31,90,0.922793
19,0,1672,314,206,727,0.981159
19,1,1631,387,72,229,0.946332
19,2,347,394,117,299,0.967869
19,3,565,471,27,133,0.796840
19,4,728,435,62,164,0.919706
19,5,489,422,87,213,0.841594
19,6,664,455,35,152,0.731372
19,7,568,416,29,186,0.519122
19,10,1158,423,53,115,0.901623
19,12,1327,411,30,91,0.929893
20,0,1696,312,208,745,0.978466
20,1,1629,387,81,230,0.959717
20,2,347,394,118,299,0.965813
20,3,561,472,30,132,0.835169
20,4,728,432,61,166,0.923927
20,5,475,435,100,201,0.892113
20,6,665,456,28,148,0.604278
20,7,562,419,103,185,0.631073
20,10,1157,421,52,117,0.891425
20,12,1324,410,32,91,0.927290
21,0,1703,313,217,748,0.980203
21,1,1628,388,82,229,0.957395
21,2,347,395,118,298,0.966210
21,3,558,473,33,132,0.835528
21,4,728,432,60,167,0.932922
21,5,473,431,88,206,0.913043
21,6,594,428,94,188,0.479747
21,7,561,419,30,185,0.614061
21,10,1156,421,52,116,0.909172
21,12,1323,411,32,90,0.927011
22,0,1704,314,216,754,0.980449
22,1,1626,388,89,230,0.954411
22,2,347,395,117,298,0.965869
22,3,554,474,36,131,0.870173
22,4,726,431,60,168,0.931142
22,5,472,433,101,206,0.908094
22,6,596,427,86,192,0.651650
22,7,556,419,34,185,0.717865
22,10,1154,421,51,115,0.907951
22,12,1322,412,32,89,0.909197
23,0,1703,314,217,746,0.982301
23,1,1623,387,89,230,0.952210
23,2,347,395,117,298,0.966796
23,3,551,474,38,131,0.905429
23,4,722,430,61,169,0.926881
23,5,471,432,94,207,0.898826
23,6,599,442,75,176,0.919974
23,7,551,418,39,187,0.797872
23,10,1155,419,49,117,0.903524
23,12,1320,412,33,89,0.893847
24,0,1703,317,217,717,0.983581
24,1,1621,387,88,230,0.953892
24,2,347,395,118,298,0.967179
24,3,546,475,41,130,0.898344
24,4,720,430,59,169,0.928592
24,5,471,431,94,208,0.877690
24,6,596,443,79,175,0.939501
24,7,549,415,38,189,0.766116
24,10,1156,418,46,120,0.908637
24,12,1315,412,35,90,0.896846
25,0,1705,318,215,716,0.984873
25,1,1619,387,85,230,0.954371
25,2,347,394,118,298,0.966765
25,3,541,474,45,131,0.858290
25,4,716,429,60,170,0.929654
25,5,471,432,90,207,0.910330
25,6,595,443,80,175,0.948069
25,7,539,420,47,184,0.851546
25,10,1156,417,45,120,0.927473
25,12,1313,412,36,89,0.894059
26,0,1706,321,214,713,0.986691
26,1,1617,387,83,230,0.956732
26,2,347,395,118,298,0.969953
26,3,535,476,50,130,0.906113
26,4,712,429,59,170,0.923732
26,5,470,432,88,208,0.895088
26,6,594,443,80,175,0.949506
26,7,536,421,54,184,0.703993
26,8,0,405,98,381,0.968129
26,10,1157,418,42,120,0.921739
26,12,1313,412,34,91,0.898911
27,1,1615,386,83,231,0.956460
27,2,346,394,119,299,0.968046
27,3,535,489,47,117,0.817530
27,4,708,430,59,169,0.925352
27,5,467,431,82,208,0.878749
27,6,593,444,81,175,0.950551
27,7,536,417,49,186,0.762217
27,8,0,405,120,381,0.972908
27,10,1156,419,42,120,0.907064
27,12,1312,413,33,90,0.907017
28,1,1613,386,83,231,0.958906
28,2,346,395,117,298,0.967515
28,3,530,473,53,133,0.889359
28,4,701,429,64,170,0.931547
28,5,463,430,82,210,0.848755
28,6,593,443,81,176,0.949602
28,7,532,418,53,185,0.681910
28,8,0,406,144,381,0.968732
28,10,1155,420,42,120,0.895238
28,12,1313,413,31,90,0.906419
29,1,1612,386,82,232,0.960579
29,2,345,395,117,299,0.970546
29,3,530,474,52,133,0.874730
29,4,699,429,64,172,0.937951
29,5,462,430,68,210,0.819171
29,6,592,444,81,175,0.954613
29,7,529,420,54,185,0.662220
29,8,0,407,167,380,0.966387
29,10,1150,420,44,122,0.896970
29,12,1312,413,30,90,0.908973
30,1,1611,386,81,232,0.959102
30,2,345,395,117,299,0.970720
30,3,526,475,56,137,0.846582
30,4,697,430,64,172,0.936843
30,5,458,429,64,212,0.873830
30,6,587,443,86,176,0.959074
30,7,526,421,58,190,0.618007
30,8,0,408,168,379,0.963737
30,10,1147,421,46,120,0.884255
30,12,1310,412,30,92,0.910416
31,1,1610,386,80,232,0.957032
31,2,345,396,117,299,0.969968
31,3,520,478,57,136,0.833565
31,4,697,431,61,172,0.935416
31,5,456,430,63,213,0.810401
31,6,588,443,85,177,0.952030
31,7,520,423,66,191,0.620057
31,8,0,410,192,378,0.959398
31,10,1145,423,46,120,0.874557
31,12,1308,413,31,91,0.916298
32,1,1608,386,81,232,0.956617
32,2,344,397,117,298,0.971367
32,3,517,478,60,136,0.838911
32,4,693,431,63,172,0.936113
32,5,454,431,63,214,0.883804
32,6,587,424,86,196,0.947042
32,7,518,422,66,193,0.628718
32,8,0,410,198,377,0.969352
32,10,1146,422,43,121,0.880228
32,12,1308,413,29,90,0.925926
33,1,1608,387,80,233,0.954112
33,2,344,398,117,297,0.970342
33,3,516,477,61,138,0.856820
33,4,697,432,57,172,0.932345
33,5,443,432,74,215,0.883817
33,6,584,419,88,202,0.920685
33,7,513,422,68,193,0.538251
33,8,0,410,202,374,0.976000
33,10,1145,422,45,121,0.874922
33,12,1306,413,30,91,0.932416
34,1,1606,388,81,233,0.954358
34,2,343,398,118,297,0.970770
34,3,516,478,61,138,0.847761
34,4,697,433,54,172,0.933640
34,5,432,433,73,214,0.894317
34,6,566,432,104,190,0.848621
34,7,506,423,70,192,0.610132
34,8,5,410,201,374,0.971339
34,10,1142,423,47,121,0.882075
34,12,1304,413,31,91,0.932315
35,1,1605,388,81,235,0.957699
35,2,343,399,118,296,0.971603
35,3,514,479,62,137,0.871377
35,4,694,435,57,171,0.934809
35,5,432,434,71,213,0.901411
35,6,558,448,108,166,0.644114
35,7,504,417,63,163,0.651728
35,8,11,409,195,373,0.968905
35,10,1138,423,51,121,0.887457
35,12,1303,413,31,92,0.926865
36,1,1604,388,81,235,0.962369
36,2,342,399,118,295,0.969672
36,3,512,480,62,137,0.891218
36,4,691,435,60,171,0.935354
36,5,431,436,71,212,0.887729
36,6,555,430,44,168,0.483272
36,7,503,419,71,197,0.796179
36,8,21,409,185,372,0.964683
36,10,1136,422,53,122,0.882972
36,12,1301,413,31,93,0.926465
37,1,1604,387,81,237,0.962279
37,2,342,399,112,295,0.968654
37,3,509,479,62,138,0.898600
37,4,689,435,62,172,0.937707
37,5,431,436,71,212,0.898468
37,6,553,447,81,168,0.529668
37,7,502,419,69,197,0.789753
37,8,30,408,176,372,0.963729
37,10,1135,422,45,122,0.899945
37,12,1301,414,31,92,0.929739
38,1,1603,388,81,238,0.959438
38,2,342,400,107,294,0.966334
38,3,505,480,62,137,0.906192
38,4,688,438,62,170,0.940011
38,5,438,438,64,205,0.893006
38,6,555,439,45,177,0.639600
38,7,498,424,70,193,0.816501
38,8,45,409,162,365,0.968468
38,10,1132,423,44,122,0.913677
38,12,1299,415,31,92,0.928091
39,1,1602,390,82,237,0.959552
39,2,342,400,108,295,0.967498
39,3,509,480,53,138,0.899773
39,4,688,439,61,170,0.939150
39,5,437,438,64,206,0.855087
39,6,557,439,41,169,0.728147
39,7,491,422,70,195,0.705576
39,8,63,408,143,366,0.964670
39,10,1130,423,45,123,0.908294
39,12,1297,416,32,92,0.929177
40,1,1601,391,82,236,0.957120
40,2,341,401,115,294,0.955516
40,3,508,480,51,139,0.892360
40,4,689,438,59,172,0.939412
40,5,410,439,89,217,0.776318
40,6,555,439,41,171,0.785407
40,7,489,423,61,194,0.649564
40,8,82,407,124,368,0.961963
40,10,1127,423,47,124,0.916169
40,12,1296,418,32,90,0.929177
41,1,1601,393,81,235,0.952984
41,2,341,402,121,294,0.956406
41,3,508,481,45,138,0.903589
41,4,687,438,58,172,0.940570
41,5,408,439,86,217,0.821956
41,6,550,439,43,172,0.849049
41,7,483,425,69,194,0.715582
41,8,105,407,102,368,0.971084
41,10,1125,423,47,126,0.906579
41,12,1295,419,32,90,0.928022
42,1,1600,395,81,235,0.956134
42,2,341,402,126,294,0.949664
42,3,504,481,44,139,0.889778
42,4,687,437,53,173,0.935852
42,5,409,439,78,217,0.758501
42,6,546,440,45,183,0.879083
42,7,478,426,57,175,0.772390
42,8,114,408,106,367,0.960653
42,10,1122,424,48,126,0.904948
42,12,1294,419,32,91,0.926092
43,1,1599,394,80,237,0.953741
43,2,341,402,131,294,0.949982
43,3,503,482,40,141,0.883631
43,4,684,438,51,172,0.930274
43,5,409,440,77,216,0.697875
43,6,532,442,59,186,0.897035
43,7,472,425,65,178,0.786709
43,8,121,408,110,367,0.960727
43,10,1120,425,48,125,0.909358
43,12,1293,419,32,91,0.927426
44,1,1597,396,80,235,0.951775
44,2,341,403,135,293,0.958264
44,3,497,482,44,140,0.886669
44,4,681,438,49,173,0.929429
44,5,409,439,61,218,0.615267
44,6,519,444,71,185,0.890758
44,7,469,425,61,183,0.777843
44,8,127,410,113,366,0.964651
44,10,1113,427,52,124,0.902756
44,12,1291,419,32,91,0.926901
45,1,1596,395,80,237,0.951113
45,2,341,403,139,293,0.949451
45,3,495,482,44,145,0.905785
45,4,678,437,46,174,0.930378
45,5,408,438,62,219,0.506918
45,6,512,447,78,183,0.918615
45,7,466,424,59,185,0.820831
45,8,134,414,121,361,0.963012
45,10,1112,428,51,123,0.902165
45,12,1291,419,31,91,0.924290
46,1,1595,395,79,237,0.947405
46,2,342,404,141,293,0.952969
46,3,493,482,43,145,0.911584
46,4,675,439,45,172,0.918616
46,5,386,436,80,229,0.617185
46,6,510,448,81,184,0.910062
46,7,459,427,63,183,0.821160
46,8,142,417,133,359,0.959429
46,10,1110,429,51,123,0.894903
46,12,1290,420,32,90,0.921040
47,1,1594,395,79,237,0.946172
47,2,344,404,141,293,0.951001
47,3,491,483,44,147,0.902384
47,4,672,438,47,174,0.935676
47,5,345,406,139,291,0.798345
47,6,506,453,84,180,0.903206
47,7,459,426,61,184,0.814998
47,8,143,417,143,359,0.960131
47,10,1106,428,53,125,0.901416
47,12,1289,419,32,91,0.922083
48,1,1593,396,77,238,0.943332
48,2,345,405,140,293,0.954476
48,3,488,483,44,152,0.899541
48,4,670,445,48,168,0.897936
48,5,345,407,139,291,0.842502
48,6,505,448,80,188,0.919008
48,7,460,426,57,197,0.808219
48,8,144,419,147,357,0.959524
48,10,1104,429,53,125,0.903554
48,12,1287,420,32,93,0.933000
49,1,1591,396,76,238,0.943654
49,2,346,406,140,293,0.953135
49,3,486,485,43,142,0.887979
49,4,668,439,49,175,0.936297
49,5,346,407,137,291,0.825809
49,6,505,449,79,188,0.880510
49,7,457,425,58,200,0.837795
49,8,146,418,150,358,0.962956
49,10,1103,430,52,124,0.897369
49,12,1286,421,32,92,0.935495
50,1,1590,397,74,239,0.943520
50,2,348,407,138,293,0.951063
50,3,483,485,42,142,0.870399
50,4,668,441,46,174,0.931771
50,5,347,453,92,208,0.761046
50,6,505,447,78,191,0.911228
50,7,461,425,53,202,0.817677
50,8,149,422,152,354,0.964507
50,10,1103,431,50,124,0.901496
50,12,1285,422,32,92,0.935879
51,1,1588,397,74,239,0.944310
51,2,349,409,137,292,0.950551
51,3,482,489,39,140,0.818401
51,4,666,445,46,171,0.923731
51,5,338,445,97,216,0.808010
51,6,505,447,78,193,0.911396
51,7,457,425,51,203,0.818245
51,8,154,423,149,354,0.967801
51,10,1101,430,49,126,0.916092
51,12,1284,424,32,91,0.930573
52,1,1587,399,73,239,0.947981
52,2,351,410,135,293,0.949208
52,3,475,490,41,141,0.861078
52,4,665,446,45,172,0.928919
52,5,325,447,110,217,0.786518
52,6,499,451,77,190,0.903995
52,7,455,427,53,203,0.778797
52,8,162,423,143,354,0.961122
52,10,1101,431,51,127,0.902076
52,12,1283,426,32,91,0.922093
53,1,1587,400,72,238,0.952128
53,2,353,411,133,292,0.940823
53,3,475,490,39,142,0.829949
53,4,665,445,44,173,0.933113
53,5,320,448,114,216,0.784463
53,6,492,452,80,189,0.885503
53,7,453,427,55,204,0.810701
53,8,169,423,138,353,0.965950
53,10,1102,431,46,127,0.914740
53,12,1282,426,33,92,0.921446
54,1,1585,399,72,240,0.941640
54,2,378,411,108,293,0.941979
54,3,474,491,37,142,0.818425
54,4,664,448,45,171,0.927160
54,5,316,450,116,215,0.836276
54,6,493,451,70,191,0.893668
54,7,452,428,56,204,0.807425
54,8,183,423,129,348,0.971505
54,10,1101,432,44,128,0.904210
54,12,1281,427,33,92,0.918044
55,1,1584,400,71,240,0.949600
55,2,379,412,107,293,0.949337
55,3,467,492,43,142,0.783644
55,4,663,449,45,171,0.922064
55,5,313,452,118,219,0.883665
55,6,489,448,70,195,0.901968
55,7,449,428,60,207,0.793792
55,8,199,421,115,345,0.972606
55,10,1100,433,45,128,0.902792
55,12,1280,428,32,93,0.918056
56,1,1584,399,69,241,0.944842
56,2,371,412,115,293,0.938665
56,3,472,491,38,144,0.751492
56,4,663,449,45,172,0.920635
56,5,315,452,115,220,0.877672
56,6,483,450,72,194,0.908571
56,7,449,429,59,206,0.757328
56,8,216,420,102,345,0.973077
56,10,1099,433,42,129,0.891902
56,12,1279,429,32,92,0.918732
57,1,1582,398,69,243,0.940549
57,2,368,413,118,293,0.946309
57,3,470,492,40,144,0.604603
57,4,663,451,44,170,0.915930
57,5,322,453,107,221,0.914720
57,6,480,450,73,195,0.905190
57,7,438,430,52,188,0.773133
57,8,222,420,100,344,0.972390
57,10,1092,436,46,127,0.884774
57,12,1277,429,33,93,0.915786
58,1,1580,399,70,242,0.943525
58,2,374,412,111,293,0.939041
58,3,468,481,34,154,0.572905
58,4,662,451,45,170,0.915341
58,5,329,453,98,221,0.894286
58,6,475,449,77,196,0.920821
58,7,428,430,65,191,0.675734
58,8,229,420,100,346,0.969314
58,10,1087,436,49,128,0.888156
58,12,1276,429,33,93,0.917803
59,1,1578,402,70,239,0.944198
59,2,370,412,115,293,0.952551
59,3,469,478,32,153,0.498874
59,4,662,451,44,170,0.907882
59,5,326,453,76,220,0.920636
59,6,475,448,73,197,0.912460
59,7,441,431,51,188,0.633025
59,8,236,420,100,346,0.966679
59,10,1084,437,53,127,0.896255
59,12,1275,429,33,92,0.918728
60,1,1570,401,76,239,0.943868
60,2,373,412,115,292,0.958744
60,3,470,480,41,152,0.512331
60,4,662,453,42,167,0.895222
60,5,321,451,83,194,0.934265
60,6,470,447,75,201,0.891700
60,7,377,412,111,284,0.791228
60,8,244,421,114,344,0.970070
60,10,1084,437,53,127,0.893098
60,12,1273,427,34,94,0.918532
61,1,1562,402,83,238,0.949027
61,2,374,412,116,291,0.962009
61,3,469,478,38,158,0.412403
61,4,662,458,40,162,0.868670
61,5,309,450,96,224,0.928675
61,6,470,448,70,197,0.881343
61,7,377,411,111,285,0.811691
61,8,251,422,130,343,0.971674
61,10,1084,437,51,127,0.890978
61,12,1272,427,34,94,0.929617
62,1,1553,402,89,238,0.950205
62,2,374,412,119,291,0.960373
62,3,471,480,33,155,0.437855
62,4,662,467,37,152,0.850513
62,5,309,449,93,225,0.919194
62,6,470,449,67,195,0.871223
62,7,376,411,115,286,0.705101
62,8,254,423,146,342,0.964497
62,10,1085,436,47,128,0.878517
62,12,1270,427,34,94,0.931593
63,1,1548,402,92,237,0.950694
63,2,376,411,120,291,0.959086
63,3,471,473,31,161,0.531643
63,4,661,473,34,144,0.794892
63,5,307,448,88,226,0.874409
63,6,471,452,63,192,0.804095
63,7,398,410,45,213,0.459813
63,8,254,423,156,341,0.965483
63,10,1080,436,52,128,0.873036
63,12,1270,426,33,95,0.929879
64,1,1544,403,95,236,0.950694
64,2,377,411,118,289,0.952457
64,3,468,478,26,153,0.424418
64,4,660,474,28,143,0.646526
64,5,308,454,74,220,0.760571
64,6,471,449,59,194,0.812322
64,7,391,431,39,192,0.763782
64,8,255,424,160,339,0.965515
64,10,1078,435,52,128,0.873682
64,12,1268,425,34,96,0.927333
65,1,1541,401,96,238,0.954112
65,2,379,411,119,288,0.945686
65,3,472,479,28,155,0.369431
65,4,660,461,23,157,0.551890
65,5,280,425,109,248,0.462701
65,6,474,449,54,194,0.794718
65,7,380,432,49,189,0.813514
65,8,255,424,162,337,0.967338
65,10,1074,434,53,128,0.870483
65,12,1267,425,34,95,0.926507
66,1,1540,402,94,237,0.960430
66,2,380,411,117,288,0.942923
66,3,443,478,71,157,0.373705
66,4,631,455,45,166,0.545818
66,5,273,454,117,220,0.618974
66,6,471,449,54,194,0.800595
66,7,383,432,40,189,0.791828
66,8,256,424,165,337,0.961649
66,9,0,429,83,212,0.930728
66,10,1072,432,52,131,0.860249
66,12,1266,426,34,93,0.923350
67,1,1540,401,91,239,0.959610
67,2,381,411,119,287,0.942232
67,3,474,484,21,151,0.312614
67,4,655,457,17,174,0.630503
67,5,268,424,112,250,0.606831
67,6,464,448,56,194,0.739202
67,7,384,431,35,191,0.789083
67,8,259,424,164,336,0.952295
67,9,7,426,78,215,0.907846
67,10,1068,433,58,130,0.879856
67,12,1264,426,35,94,0.921151
68,1,1541,400,89,240,0.960929
68,2,384,411,111,287,0.919476
68,3,446,476,61,160,0.495873
68,4,653,457,17,174,0.708521
68,5,281,447,98,232,0.888670
68,6,462,446,50,194,0.643927
68,7,382,429,42,191,0.786768
68,8,267,421,156,337,0.958021
68,9,22,426,66,215,0.910723
68,10,1069,431,53,132,0.846934
68,12,1264,425,34,95,0.922579
69,1,1541,400,88,239,0.961869
69,2,384,410,115,288,0.928876
69,3,471,499,29,138,0.492119
69,4,652,457,16,174,0.673027
69,5,272,447,50,231,0.923431
69,6,461,446,47,193,0.587555
69,7,381,428,42,192,0.800054
69,8,273,420,150,338,0.961044
69,9,28,425,62,216,0.927970
69,10,1066,430,48,133,0.834954
69,12,1264,425,34,95,0.922346
70,1,1540,399,88,240,0.965860
70,2,387,410,110,288,0.931196
70,3,430,494,69,150,0.487231
70,4,581,292,85,341,0.889247
70,5,255,448,72,230,0.900553
70,6,444,447,64,202,0.567802
70,7,377,427,55,193,0.795419
70,8,286,419,137,332,0.959315
70,9,35,425,64,215,0.923626
70,10,1060,431,51,132,0.874496
70,12,1263,425,34,95,0.922913
71,1,1540,398,88,242,0.963195
71,2,392,410,106,288,0.942658
71,3,427,477,66,155,0.424348
71,4,599,459,66,173,0.790872
71,5,240,449,101,229,0.912316
71,6,431,458,81,203,0.624855
71,7,375,427,54,192,0.737846
71,8,298,418,125,331,0.959945
71,9,40,426,75,214,0.936259
71,10,1060,431,46,133,0.856482
71,12,1262,425,34,95,0.921397
72,1,1539,398,89,241,0.961844
72,2,401,410,103,288,0.934179
72,3,426,562,51,61,0.240264
72,4,593,459,71,173,0.896737
72,5,231,450,113,229,0.923066
72,6,411,410,96,288,0.798904
72,7,340,419,77,200,0.504712
72,8,315,418,108,331,0.957107
72,9,45,428,88,212,0.948842
72,10,1051,432,55,132,0.866830
72,12,1261,426,34,94,0.919508
73,1,1539,397,87,242,0.961921
73,2,402,411,107,287,0.935684
73,3,424,566,46,46,0.268488
73,4,591,459,73,173,0.931369
73,5,226,451,117,230,0.951427
73,6,406,411,91,271,0.858778
73,7,351,418,77,198,0.495955
73,8,331,418,93,331,0.952591
73,9,44,428,110,212,0.947900
73,10,1062,432,40,132,0.868080
73,12,1260,426,34,94,0.919373
74,1,1537,396,86,243,0.952396
74,2,403,410,107,288,0.941343
74,3,415,495,69,153,0.471419
74,4,589,459,74,173,0.936134
74,5,220,452,122,230,0.944414
74,6,403,411,97,271,0.832344
74,7,340,420,89,195,0.717403
74,8,340,416,100,332,0.960381
74,9,45,431,121,208,0.948960
74,10,1045,433,54,131,0.874054
74,12,1259,425,35,94,0.919298
75,1,1535,395,87,243,0.961032
75,2,407,410,104,287,0.936990
75,3,410,449,76,205,0.491912
75,4,587,458,75,173,0.940222
75,5,220,452,121,230,0.949332
75,6,406,411,94,271,0.830276
75,7,343,418,64,210,0.420243
75,8,345,416,105,332,0.962118
75,9,48,431,125,208,0.945326
75,10,1048,433,52,131,0.880617
75,12,1258,423,35,96,0.919526
76,1,1531,394,88,244,0.962366
76,2,408,410,103,287,0.933149
76,3,412,452,74,213,0.434021
76,4,586,458,76,173,0.941163
76,5,219,452,117,231,0.948247
76,6,408,411,92,284,0.810104
76,7,338,416,66,211,0.592393
76,8,348,416,113,331,0.951611
76,9,47,431,128,208,0.945424
76,10,1049,433,52,132,0.875730
76,12,1258,423,33,96,0.922575
76,13,1896,501,24,52,0.830057
77,1,1528,394,88,244,0.964211
77,2,411,409,99,287,0.924123
77,3,413,463,71,198,0.522434
77,4,585,459,75,172,0.941537
77,5,219,450,109,232,0.950315
77,6,410,410,97,285,0.674827
77,7,331,422,56,224,0.722637
77,8,354,417,117,330,0.949524
77,9,52,430,124,208,0.934268
77,10,1048,435,51,130,0.856031
77,12,1256,422,34,97,0.926754
77,13,1896,500,24,55,0.823332
78,1,1526,393,86,245,0.953089
78,2,416,409,93,286,0.920609
78,3,421,478,44,162,0.379952
78,4,581,458,75,173,0.943721
78,5,219,449,97,233,0.946670
78,6,370,411,131,292,0.542088
78,7,324,431,64,217,0.843508
78,8,361,418,116,328,0.951701
78,9,57,428,119,209,0.938936
78,10,1045,433,50,131,0.844774
78,12,1256,422,33,96,0.929264
78,13,1894,500,26,53,0.806375
79,1,1523,394,86,244,0.951424
79,2,399,409,110,286,0.906067
79,3,421,477,43,166,0.381716
79,4,580,458,70,173,0.930213
79,5,218,448,87,234,0.930368
79,6,367,419,110,260,0.674890
79,7,323,431,67,218,0.880489
79,8,364,419,119,327,0.944259
79,9,69,428,106,204,0.935100
79,10,1038,430,56,134,0.853950
